record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,priority,airline,season,shc_code,num_connections,distance_km,total_transit_time_hours,capacity_available_kg,reliability_score,weather_risk_score,load_factor,cost_sar,optimization_score
RTE_011604,2026-01-31 16:37:24,SHP_002585,CR_02,BRU,JED,Valuable,58.66,Economy,Qatar Airways Cargo,Winter,VAL,2,4433.0,19.38,183.34,0.675,0.494,0.829,1806.33,0.3049
RTE_019330,2025-12-02 23:19:42,SHP_004303,CR_06,ICN,JED,Dangerous,1670.83,Standard,Cargolux,Winter,DGR,1,8432.0,19.25,2958.26,0.769,0.432,0.919,11019.9,0.3323
RTE_003711,2025-03-29 10:14:15,SHP_000833,CR_02,MAD,JED,Perishable,2450.38,Standard,UPS Airlines,Spring,ICE,1,4452.0,14.0,3354.04,0.78,0.491,0.797,9176.34,0.2581
RTE_012248,2025-09-10 00:18:49,SHP_002724,CR_02,IST,JED,Perishable,539.52,Express,Singapore Airlines Cargo,Monsoon,FRO,0,2467.0,6.55,1405.29,0.99,0.207,0.696,6375.21,0.6994
RTE_004654,2025-03-30 05:51:51,SHP_001043,CR_01,ATL,JED,General,1870.85,Standard,UPS Airlines,Spring,GEN,2,11166.0,28.03,3332.25,0.684,0.495,0.911,7995.31,0.2455
RTE_014530,2025-06-03 12:07:20,SHP_003225,CR_06,DXB,JED,Perishable,2713.14,Express,Emirates SkyCargo,Summer,PER,1,1688.0,9.27,6710.54,0.926,0.139,0.798,13163.43,0.5078
RTE_005554,2025-04-15 11:36:11,SHP_001243,CR_02,ORD,JED,General,739.54,Express,Etihad Cargo,Spring,GEN,0,10784.0,14.44,1897.98,0.968,0.421,0.702,5215.59,0.99
RTE_010534,2025-09-01 13:58:46,SHP_002348,CR_03,DEL,JED,Pharmaceutical,1303.39,Express,Cargolux,Monsoon,ELI,2,3883.0,15.2,3238.2,0.818,0.092,0.869,8066.87,0.2751
RTE_014143,2025-11-11 04:48:02,SHP_003142,CR_03,JFK,JED,Dangerous,3541.99,Standard,Singapore Airlines Cargo,Monsoon,DGR,1,10292.0,22.48,10001.82,0.72,0.556,0.889,21030.87,0.2226
RTE_015952,2025-07-01 06:34:11,SHP_003545,CR_01,NBO,JED,Heavy,11404.87,Economy,FedEx Express,Summer,HEA,1,2812.0,15.49,20308.99,0.808,0.124,0.837,35170.47,0.5842
RTE_013518,2025-05-12 18:53:45,SHP_003007,CR_03,NBO,JED,Dangerous,2421.87,Economy,Etihad Cargo,Spring,CAO,1,2757.0,10.52,4849.56,0.836,0.281,0.731,11434.58,0.5991
RTE_008938,2025-04-09 01:01:57,SHP_001991,CR_02,AMS,JED,General,1087.97,Express,UPS Airlines,Spring,GEN,0,4560.0,8.2,2905.98,0.9,0.377,0.718,6115.23,0.7799
RTE_005202,2025-04-22 01:13:59,SHP_001165,CR_04,BOM,JED,Perishable,140.68,Express,Etihad Cargo,Spring,ICE,0,3948.0,8.07,432.58,0.957,0.316,0.718,3818.45,0.884
RTE_015173,2025-03-23 23:34:20,SHP_003371,CR_05,DEL,JED,Perishable,2284.71,Express,Emirates SkyCargo,Spring,ICE,2,3697.0,15.77,5020.44,0.785,0.231,0.716,12489.87,0.369
RTE_008629,2025-05-14 02:25:56,SHP_001923,CR_03,MAD,JED,Valuable,741.15,Economy,FedEx Express,Spring,VAL,1,4503.0,13.98,2567.98,0.801,0.262,0.469,6334.54,0.5334
RTE_014197,2025-11-13 23:19:59,SHP_003154,CR_01,NBO,JED,Valuable,147.93,Express,Etihad Cargo,Monsoon,VAL,2,2887.0,11.23,304.17,0.816,0.264,0.806,3047.81,0.3887
RTE_020626,2025-08-27 12:10:15,SHP_004587,CR_04,MAD,JED,Perishable,957.11,Express,Turkish Cargo,Summer,ICE,0,4683.0,9.73,3241.74,0.959,0.243,0.609,8680.75,0.7019
RTE_007305,2025-06-20 19:49:21,SHP_001627,CR_06,FRA,JED,General,1748.93,Economy,Singapore Airlines Cargo,Summer,GEN,2,4207.0,16.52,5020.14,0.769,0.086,0.747,7471.29,0.4815
RTE_017249,2025-09-28 16:59:01,SHP_003840,CR_01,BOM,JED,Perishable,1575.58,Standard,Emirates SkyCargo,Monsoon,ICE,0,3748.0,9.46,3332.61,0.922,0.375,0.729,8079.03,0.9722
RTE_007164,2025-05-01 22:23:54,SHP_001597,CR_05,ADD,JED,Valuable,97.83,Economy,Singapore Airlines Cargo,Spring,VAL,1,1752.0,12.04,219.72,0.843,0.234,0.797,3491.21,0.5763
RTE_013279,2025-11-18 17:33:04,SHP_002953,CR_06,LHR,JED,Perishable,958.94,Economy,Lufthansa Cargo,Monsoon,PER,1,4753.0,17.46,1953.66,0.864,0.163,0.875,3806.29,0.5378
RTE_001828,2025-07-25 08:25:24,SHP_000408,CR_01,DXB,JED,General,4070.1,Economy,FedEx Express,Summer,GEN,1,1677.0,8.43,7118.0,0.823,0.299,0.804,11494.82,0.4289
RTE_014514,2025-05-29 17:54:23,SHP_003222,CR_05,ICN,JED,Pharmaceutical,680.34,Standard,Lufthansa Cargo,Spring,ELI,2,8559.0,23.21,1350.5,0.79,0.143,0.977,4794.89,0.3445
RTE_015192,2025-05-28 01:52:37,SHP_003375,CR_03,NRT,JED,Dangerous,1613.49,Standard,Singapore Airlines Cargo,Spring,DGR,1,9543.0,24.14,3501.42,0.824,0.412,0.806,8685.22,0.4862
RTE_016722,2025-11-24 04:06:28,SHP_003720,CR_04,PVG,JED,Pharmaceutical,62.37,Express,FedEx Express,Monsoon,ELI,0,7974.0,13.62,159.29,0.966,0.073,0.688,1382.79,0.9795
RTE_017874,2025-08-31 10:52:43,SHP_003981,CR_05,DOH,JED,Dangerous,787.34,Express,Emirates SkyCargo,Summer,CAO,0,1340.0,4.49,1456.83,0.963,0.252,0.65,8010.45,0.6356
RTE_000857,2026-01-27 08:23:01,SHP_000187,CR_01,MAD,JED,Dangerous,199.21,Standard,Turkish Cargo,Winter,CAO,1,4489.0,16.28,307.22,0.834,0.293,0.644,3476.9,0.417
RTE_005196,2025-03-25 23:49:27,SHP_001164,CR_03,FRA,JED,Pharmaceutical,1878.32,Standard,Singapore Airlines Cargo,Spring,ELI,1,4211.0,14.33,5452.4,0.828,0.146,0.901,10628.02,0.51
RTE_010538,2025-04-21 03:13:14,SHP_002350,CR_01,ADD,JED,Dangerous,1809.86,Standard,Cargolux,Spring,CAO,1,1840.0,9.05,5590.89,0.843,0.123,0.752,8994.01,0.6109
RTE_006881,2025-08-29 16:19:52,SHP_001536,CR_03,SIN,JED,Perishable,918.6,Express,Saudia Cargo,Summer,ICE,1,7183.0,14.12,1198.71,0.862,0.214,0.98,6864.11,0.4212
RTE_018624,2025-11-11 14:25:35,SHP_004151,CR_04,DOH,JED,Dangerous,3929.2,Express,Singapore Airlines Cargo,Monsoon,CAO,0,1397.0,4.92,5910.22,0.965,0.42,0.781,23311.15,0.5725
RTE_004578,2026-02-14 08:42:49,SHP_001027,CR_05,AUH,JED,Perishable,1701.46,Economy,FedEx Express,Winter,FRO,0,1658.0,4.2,3505.34,0.932,0.093,0.726,6451.48,0.8986
RTE_008353,2025-04-02 17:06:10,SHP_001860,CR_05,ATL,JED,Perishable,1144.6,Standard,FedEx Express,Spring,ICE,1,11182.0,20.09,3457.16,0.846,0.291,0.832,7887.6,0.5252
RTE_006249,2025-07-22 03:22:29,SHP_001392,CR_04,MAD,JED,Perishable,862.34,Economy,Qatar Airways Cargo,Summer,FRO,0,4572.0,10.72,1637.89,0.919,0.34,0.736,4631.61,0.9699
RTE_003951,2026-02-17 07:49:20,SHP_000885,CR_05,LHR,JED,General,4213.59,Standard,Singapore Airlines Cargo,Winter,GEN,1,4731.0,18.02,11525.37,0.855,0.067,0.761,13016.41,0.6129
RTE_005378,2025-08-17 04:27:39,SHP_001204,CR_01,MAD,JED,Heavy,4445.79,Economy,Qatar Airways Cargo,Summer,HEA,2,4515.0,19.61,6190.61,0.782,0.066,0.887,13560.88,0.3262
RTE_006718,2025-05-18 12:00:33,SHP_001500,CR_02,CDG,JED,Heavy,7078.13,Economy,Qatar Airways Cargo,Spring,HEA,1,4373.0,18.5,14474.22,0.844,0.228,0.715,25069.68,0.3943
RTE_013113,2026-01-25 23:49:51,SHP_002916,CR_01,ICN,JED,General,1952.11,Economy,Saudia Cargo,Winter,GEN,2,8632.0,23.59,3609.51,0.652,0.392,0.884,8088.48,0.3233
RTE_014361,2025-09-02 13:57:54,SHP_003190,CR_01,ATL,JED,Pharmaceutical,1022.1,Express,Cargolux,Monsoon,ELI,0,11102.0,17.17,3661.95,0.984,0.208,0.527,10707.64,0.8124
RTE_001053,2025-05-31 19:36:43,SHP_000228,CR_06,BOM,JED,General,1496.68,Standard,Singapore Airlines Cargo,Spring,GEN,0,3947.0,7.46,3032.17,0.925,0.334,0.731,7886.67,0.5926
RTE_013776,2025-06-14 13:16:58,SHP_003062,CR_06,ICN,JED,Perishable,2617.12,Express,Cargolux,Summer,PER,2,8475.0,15.83,3286.12,0.786,0.061,0.98,15465.81,0.5265
RTE_013263,2025-05-10 21:05:17,SHP_002949,CR_05,CDG,JED,Valuable,915.63,Express,UPS Airlines,Spring,VAL,1,4483.0,13.49,2828.26,0.9,0.128,0.734,8691.04,0.3146
RTE_003927,2025-04-22 16:20:34,SHP_000881,CR_02,MIA,JED,Pharmaceutical,1767.29,Standard,Cargolux,Spring,ELM,2,11593.0,31.94,3748.54,0.778,0.323,0.945,10738.9,0.3393
RTE_015403,2025-05-22 15:52:57,SHP_003420,CR_03,AUH,JED,Perishable,1239.68,Economy,Cargolux,Spring,FRO,1,1631.0,14.56,1765.8,0.813,0.14,0.606,4818.0,0.3792
RTE_012246,2026-01-23 09:35:44,SHP_002723,CR_04,ICN,JED,Valuable,755.24,Express,Singapore Airlines Cargo,Winter,VAL,1,8489.0,17.39,1500.99,0.892,0.276,0.861,5920.76,0.6516
RTE_003126,2025-10-23 10:53:43,SHP_000700,CR_03,MIA,JED,Heavy,5640.53,Standard,Singapore Airlines Cargo,Monsoon,HEA,0,11637.0,21.55,12401.61,0.914,0.239,0.754,33606.3,0.7837
RTE_008592,2025-09-03 09:39:24,SHP_001915,CR_01,RUH,JED,Dangerous,2149.68,Economy,Emirates SkyCargo,Monsoon,CAO,0,818.0,5.66,6193.32,0.904,0.12,0.838,12041.21,0.608
RTE_000134,2025-03-28 23:47:32,SHP_000030,CR_03,SIN,JED,Pharmaceutical,103.76,Standard,Emirates SkyCargo,Spring,ELI,1,7011.0,18.76,194.08,0.868,0.057,0.914,2250.58,0.763
RTE_007516,2025-10-23 05:43:15,SHP_001675,CR_03,HKG,JED,General,1154.31,Economy,Singapore Airlines Cargo,Monsoon,GEN,0,6465.0,12.52,2295.67,0.914,0.255,0.661,6311.57,0.6698
RTE_014458,2025-04-19 08:52:44,SHP_003211,CR_04,MAD,JED,Heavy,10425.02,Standard,Emirates SkyCargo,Spring,HEA,2,4559.0,16.81,14639.64,0.644,0.483,0.708,37373.72,0.2896
RTE_006604,2025-09-30 07:44:33,SHP_001474,CR_04,LHR,JED,Valuable,901.32,Economy,Saudia Cargo,Monsoon,VAL,0,4755.0,11.35,2285.08,0.86,0.294,0.6,7152.7,0.5504
RTE_000564,2025-11-29 21:33:26,SHP_000123,CR_02,JNB,JED,Valuable,712.74,Express,Emirates SkyCargo,Monsoon,VAL,0,6292.0,9.49,1890.53,0.969,0.265,0.98,8922.16,0.7127
RTE_008747,2025-08-27 18:21:07,SHP_001948,CR_06,JFK,JED,Pharmaceutical,635.83,Express,Saudia Cargo,Summer,ELI,0,10317.0,15.44,2057.65,0.943,0.238,0.614,8653.25,0.6567
RTE_009932,2025-05-15 06:42:41,SHP_002217,CR_03,AUH,JED,Pharmaceutical,332.8,Express,Emirates SkyCargo,Spring,ELI,1,1587.0,8.4,633.77,0.936,0.043,0.713,5892.82,0.4494
RTE_008493,2026-01-27 00:17:51,SHP_001892,CR_03,LHR,JED,General,4056.92,Standard,Lufthansa Cargo,Winter,GEN,0,4794.0,8.7,8222.28,0.913,0.386,0.713,16869.95,0.6664
RTE_006418,2025-10-06 15:58:32,SHP_001429,CR_01,DOH,JED,Pharmaceutical,1352.2,Express,UPS Airlines,Monsoon,ELM,0,1211.0,3.81,4592.59,0.965,0.316,0.629,8153.14,0.99
RTE_010500,2025-11-14 16:53:21,SHP_002340,CR_02,ATL,JED,General,754.44,Express,Saudia Cargo,Monsoon,GEN,2,11262.0,23.03,2106.57,0.789,0.25,0.801,7332.73,0.2749
RTE_019029,2025-06-07 18:27:55,SHP_004240,CR_01,NBO,JED,Heavy,12895.81,Standard,Saudia Cargo,Summer,HEA,0,2712.0,5.08,39432.81,0.943,0.104,0.526,52661.35,0.8736
RTE_016250,2025-04-02 05:17:26,SHP_003616,CR_01,LHR,JED,Valuable,747.28,Standard,Lufthansa Cargo,Spring,VAL,1,4779.0,15.79,1308.36,0.891,0.352,0.943,4553.43,0.9331
RTE_020810,2025-04-10 05:57:49,SHP_004629,CR_02,LHR,JED,General,1981.48,Economy,Turkish Cargo,Spring,GEN,1,4785.0,15.66,4212.64,0.866,0.02,0.817,8235.64,0.4439
RTE_019820,2025-04-24 19:56:01,SHP_004409,CR_02,ORD,JED,Dangerous,3736.7,Express,Etihad Cargo,Spring,CAO,0,10674.0,15.11,5546.41,0.99,0.107,0.773,30335.01,0.7813
RTE_009124,2025-05-25 06:47:18,SHP_002033,CR_03,FRA,JED,Perishable,1202.06,Express,Qatar Airways Cargo,Spring,FRO,0,4054.0,6.24,2194.94,0.99,0.109,0.686,7184.36,0.99
RTE_013666,2025-08-16 12:44:40,SHP_003038,CR_01,FRA,JED,Perishable,333.41,Economy,Qatar Airways Cargo,Summer,FRO,1,4279.0,17.2,1003.29,0.827,0.134,0.633,4573.88,0.4532
RTE_004412,2025-05-25 13:21:26,SHP_000989,CR_04,JNB,JED,Dangerous,917.93,Express,Cargolux,Spring,DGR,1,6312.0,13.43,2147.55,0.946,0.235,0.693,8851.09,0.7102
RTE_005888,2025-06-10 23:07:16,SHP_001316,CR_01,ORD,JED,Heavy,11293.56,Standard,Singapore Airlines Cargo,Summer,HEA,0,10741.0,20.1,15546.71,0.948,0.055,0.697,61466.49,0.7652
RTE_012576,2025-05-26 04:32:12,SHP_002799,CR_02,LAX,JED,Valuable,423.61,Standard,Cargolux,Spring,VAL,0,13319.0,22.24,637.37,0.931,0.385,0.66,7191.28,0.1466
RTE_006934,2025-10-07 00:57:42,SHP_001548,CR_04,DXB,JED,General,4680.77,Standard,Cargolux,Monsoon,GEN,1,1844.0,11.34,9160.89,0.846,0.582,0.817,16407.13,0.0771
RTE_013067,2025-08-25 14:07:05,SHP_002906,CR_02,BRU,JED,General,3135.81,Express,Saudia Cargo,Summer,GEN,0,4459.0,8.39,11248.29,0.942,0.54,0.618,15818.56,0.6548
RTE_006321,2025-09-02 10:24:07,SHP_001407,CR_05,ADD,JED,Pharmaceutical,26.14,Express,UPS Airlines,Monsoon,ELM,2,1783.0,11.03,57.2,0.768,0.401,0.98,3034.05,0.3196
RTE_014929,2026-01-05 22:35:05,SHP_003314,CR_04,DOH,JED,Pharmaceutical,1941.09,Express,Lufthansa Cargo,Winter,ELM,1,1398.0,8.29,5220.57,0.899,0.104,0.676,12800.8,0.6564
RTE_012285,2026-01-03 01:09:01,SHP_002733,CR_03,ORD,JED,Heavy,8274.55,Express,Cargolux,Winter,HEA,0,10813.0,12.66,19695.21,0.911,0.427,0.802,58444.08,0.6064
RTE_006627,2025-08-14 07:09:10,SHP_001479,CR_02,ORD,JED,Pharmaceutical,1618.51,Express,Etihad Cargo,Summer,ELM,0,10900.0,14.49,5278.02,0.928,0.61,0.788,14438.42,0.664
RTE_010992,2025-08-04 23:56:01,SHP_002452,CR_03,ATL,JED,Valuable,244.2,Express,FedEx Express,Summer,VAL,2,11063.0,21.55,327.05,0.757,0.203,0.876,5758.38,0.2863
RTE_007677,2025-08-21 02:38:18,SHP_001710,CR_02,NBO,JED,General,309.22,Economy,Singapore Airlines Cargo,Summer,GEN,0,2701.0,6.51,603.96,0.824,0.377,0.648,2188.4,0.6115
RTE_004878,2025-11-15 20:04:01,SHP_001092,CR_03,AUH,JED,Pharmaceutical,632.67,Express,Turkish Cargo,Monsoon,ELI,2,1577.0,17.23,1175.36,0.834,0.414,0.772,4011.83,0.4274
RTE_016413,2025-03-28 23:23:19,SHP_003651,CR_01,SIN,JED,Pharmaceutical,808.2,Express,FedEx Express,Spring,ELI,0,7082.0,9.48,2415.64,0.987,0.282,0.692,6740.17,0.99
RTE_010609,2026-01-08 22:30:12,SHP_002364,CR_01,HKG,JED,Dangerous,198.42,Standard,FedEx Express,Winter,DGR,2,6368.0,23.7,580.1,0.705,0.115,0.634,2498.44,0.1773
RTE_001536,2026-01-04 05:04:07,SHP_000341,CR_02,MIA,JED,General,835.23,Standard,Qatar Airways Cargo,Winter,GEN,1,11723.0,26.2,2325.18,0.818,0.285,0.742,6147.93,0.7338
RTE_012120,2025-06-26 16:06:24,SHP_002696,CR_06,BRU,JED,Perishable,2358.48,Express,Etihad Cargo,Summer,PER,1,4488.0,14.0,5758.05,0.856,0.249,0.757,12279.07,0.4295
RTE_016268,2025-12-21 06:11:48,SHP_003620,CR_02,MAD,JED,Perishable,1254.0,Express,UPS Airlines,Winter,ICE,2,4472.0,19.26,3580.33,0.727,0.588,0.778,8465.89,0.2912
RTE_019580,2025-09-16 00:38:52,SHP_004357,CR_02,MIA,JED,Valuable,495.11,Express,Cargolux,Monsoon,VAL,0,11623.0,14.73,783.91,0.971,0.688,0.654,7195.57,0.6526
RTE_012533,2025-03-31 17:29:23,SHP_002790,CR_04,ICN,JED,Dangerous,685.99,Standard,FedEx Express,Spring,DGR,0,8524.0,15.59,2017.07,0.93,0.336,0.605,5615.52,0.6003
RTE_020365,2025-08-31 16:15:08,SHP_004530,CR_03,HKG,JED,Valuable,350.58,Express,Turkish Cargo,Summer,VAL,0,6419.0,11.03,711.37,0.963,0.15,0.694,6679.45,0.8947
RTE_006914,2025-06-12 13:03:59,SHP_001544,CR_02,CDG,JED,General,756.32,Express,Turkish Cargo,Summer,GEN,0,4437.0,7.87,2207.52,0.925,0.558,0.746,4640.87,0.5937
RTE_003722,2025-07-28 06:41:06,SHP_000835,CR_03,IST,JED,Valuable,156.08,Express,Saudia Cargo,Summer,VAL,2,2265.0,18.11,429.03,0.714,0.366,0.824,5007.81,0.2014
RTE_008850,2025-10-01 00:58:20,SHP_001973,CR_04,DEL,JED,Dangerous,2106.86,Express,Turkish Cargo,Monsoon,CAO,2,3745.0,11.87,5650.89,0.8,0.059,0.819,10399.25,0.6779
RTE_020408,2025-05-26 00:39:49,SHP_004541,CR_04,CDG,JED,Pharmaceutical,1036.03,Economy,Saudia Cargo,Spring,ELM,0,4575.0,11.55,2766.19,0.876,0.216,0.789,7233.03,0.7763
RTE_017864,2025-10-21 07:06:45,SHP_003979,CR_01,MAD,JED,General,950.91,Economy,Qatar Airways Cargo,Monsoon,GEN,0,4587.0,11.02,2105.42,0.907,0.215,0.612,5892.54,0.6956
RTE_013338,2025-11-11 09:36:54,SHP_002966,CR_05,ADD,JED,Pharmaceutical,1368.43,Standard,Lufthansa Cargo,Monsoon,ELI,0,1708.0,5.91,2931.19,0.963,0.044,0.736,9710.3,0.77
RTE_019132,2025-12-13 17:50:51,SHP_004262,CR_01,HKG,JED,Valuable,870.11,Express,Singapore Airlines Cargo,Winter,VAL,1,6263.0,15.93,1605.97,0.85,0.388,0.947,5968.46,0.541
RTE_018426,2025-10-10 06:53:11,SHP_004107,CR_02,JFK,JED,Perishable,828.88,Express,Turkish Cargo,Monsoon,FRO,1,10223.0,19.67,2790.3,0.941,0.044,0.646,8044.84,0.6233
RTE_019540,2026-01-16 00:24:27,SHP_004349,CR_02,ATL,JED,Pharmaceutical,1492.98,Standard,Saudia Cargo,Winter,ELM,2,11033.0,26.93,3470.74,0.726,0.082,0.773,8839.1,0.3691
RTE_003336,2025-06-11 13:01:07,SHP_000749,CR_04,DEL,JED,General,4653.96,Standard,FedEx Express,Summer,GEN,2,3855.0,19.75,7260.85,0.644,0.323,0.771,16035.46,0.2629
RTE_019718,2025-04-01 22:42:53,SHP_004386,CR_06,BRU,JED,General,3481.07,Standard,Cargolux,Spring,GEN,1,4480.0,13.66,8082.62,0.794,0.173,0.89,14247.69,0.4222
RTE_003107,2025-11-07 16:53:07,SHP_000696,CR_02,AUH,JED,Dangerous,378.79,Standard,UPS Airlines,Monsoon,DGR,2,1637.0,16.4,614.58,0.817,0.146,0.765,4366.61,0.2259
RTE_004910,2026-01-21 22:46:48,SHP_001099,CR_05,KWI,JED,Dangerous,359.35,Express,Saudia Cargo,Winter,CAO,1,1084.0,8.65,934.81,0.885,0.381,0.884,4665.55,0.5704
RTE_012850,2025-08-23 11:05:34,SHP_002860,CR_05,LAX,JED,Heavy,11504.31,Economy,Lufthansa Cargo,Summer,HEA,1,13454.0,29.11,22703.12,0.747,0.266,0.836,50044.33,0.4313
RTE_011925,2026-02-26 22:42:46,SHP_002654,CR_06,NRT,JED,Heavy,6039.11,Standard,Emirates SkyCargo,Winter,HEA,0,9485.0,14.0,14404.6,0.864,0.475,0.814,33434.48,0.5722
RTE_012524,2025-05-31 17:47:16,SHP_002788,CR_05,ADD,JED,Pharmaceutical,439.43,Standard,Etihad Cargo,Spring,ELI,0,1883.0,7.03,841.21,0.916,0.348,0.918,3856.31,0.5617
RTE_014329,2025-11-28 15:02:27,SHP_003183,CR_02,BRU,JED,Dangerous,3396.77,Express,UPS Airlines,Monsoon,DGR,2,4519.0,15.38,9761.88,0.807,0.326,0.863,18858.85,0.3212
RTE_019782,2025-09-12 22:46:21,SHP_004401,CR_01,JFK,JED,Heavy,10483.4,Standard,Cargolux,Monsoon,HEA,0,10261.0,15.16,25042.21,0.892,0.657,0.755,54972.59,0.5048
RTE_015483,2026-02-06 08:27:15,SHP_003436,CR_06,LHR,JED,Valuable,953.0,Economy,UPS Airlines,Winter,VAL,1,4773.0,18.07,2340.43,0.78,0.223,0.814,7980.54,0.3573
RTE_018513,2025-05-19 06:54:08,SHP_004126,CR_05,CAI,JED,General,1928.64,Express,Lufthansa Cargo,Spring,GEN,2,1226.0,12.21,3006.01,0.799,0.385,0.664,6773.03,0.4331
RTE_013820,2025-06-09 18:16:36,SHP_003073,CR_03,ICN,JED,Dangerous,1176.3,Standard,Saudia Cargo,Summer,CAO,0,8475.0,13.76,2489.06,0.921,0.154,0.69,8203.23,0.7089
RTE_014976,2025-09-12 22:42:17,SHP_003324,CR_05,JFK,JED,General,2525.19,Express,Turkish Cargo,Monsoon,GEN,2,10345.0,24.19,3850.12,0.855,0.261,0.865,11740.1,0.5371
RTE_001816,2025-04-13 06:21:26,SHP_000405,CR_01,BRU,JED,Perishable,504.78,Express,Qatar Airways Cargo,Spring,FRO,0,4298.0,7.2,1186.86,0.946,0.361,0.742,6845.96,0.4602
RTE_003734,2025-06-08 06:32:27,SHP_000837,CR_04,AMS,JED,Dangerous,3586.8,Standard,Cargolux,Summer,CAO,2,4545.0,17.45,9683.44,0.745,0.315,0.939,16534.08,0.3688
RTE_001347,2025-10-25 09:30:03,SHP_000297,CR_01,LHR,JED,Heavy,7378.25,Economy,Cargolux,Monsoon,HEA,1,4840.0,14.58,12127.79,0.808,0.283,0.822,26504.39,0.5331
RTE_003430,2025-07-07 06:26:37,SHP_000770,CR_04,NBO,JED,Dangerous,1643.33,Express,Saudia Cargo,Summer,DGR,1,2819.0,12.28,4491.12,0.889,0.336,0.539,8956.08,0.5675
RTE_003493,2025-10-10 22:28:06,SHP_000785,CR_03,CDG,JED,Dangerous,2166.57,Express,Saudia Cargo,Monsoon,CAO,0,4468.0,6.89,5498.64,0.968,0.297,0.747,14015.65,0.9737
RTE_012021,2026-01-10 03:39:22,SHP_002675,CR_03,JNB,JED,General,4654.49,Standard,FedEx Express,Winter,GEN,2,6539.0,24.77,7454.65,0.767,0.299,0.816,15290.32,0.3604
RTE_013025,2026-02-09 02:55:34,SHP_002898,CR_02,DXB,JED,General,4538.78,Express,Turkish Cargo,Winter,GEN,1,1650.0,8.88,14025.6,0.895,0.116,0.713,17459.34,0.6308
RTE_014323,2025-10-09 14:05:02,SHP_003181,CR_03,BRU,JED,Heavy,11621.37,Express,Cargolux,Monsoon,HEA,1,4308.0,14.35,31052.65,0.895,0.076,0.736,54505.84,0.4333
RTE_012190,2025-03-16 15:58:08,SHP_002712,CR_04,FRA,JED,Dangerous,688.56,Express,Lufthansa Cargo,Spring,CAO,1,4235.0,13.44,1394.44,0.846,0.55,0.838,6627.03,0.2647
RTE_007783,2025-07-12 13:06:49,SHP_001734,CR_03,DOH,JED,General,4741.28,Standard,UPS Airlines,Summer,GEN,2,1377.0,14.57,12525.51,0.853,0.034,0.907,13236.42,0.9502
RTE_004700,2025-04-19 14:22:40,SHP_001053,CR_03,ADD,JED,Perishable,1171.53,Standard,Lufthansa Cargo,Spring,PER,2,1738.0,12.93,2778.7,0.726,0.155,0.71,4339.57,0.418
RTE_016173,2025-06-26 15:17:09,SHP_003598,CR_01,JNB,JED,Valuable,979.83,Express,Qatar Airways Cargo,Summer,VAL,2,6345.0,16.72,2805.48,0.844,0.324,0.741,6542.59,0.4487
RTE_004157,2025-11-21 00:21:55,SHP_000932,CR_02,HKG,JED,Dangerous,2408.59,Express,Turkish Cargo,Monsoon,CAO,1,6347.0,16.73,5668.91,0.86,0.278,0.682,15160.78,0.3844
RTE_012218,2025-10-27 07:03:39,SHP_002718,CR_05,DEL,JED,Dangerous,2349.09,Express,Qatar Airways Cargo,Monsoon,CAO,0,3987.0,6.92,4811.53,0.99,0.02,0.638,16510.95,0.9041
RTE_014086,2025-03-07 23:59:20,SHP_003130,CR_04,BRU,JED,Perishable,2072.59,Standard,Saudia Cargo,Spring,ICE,2,4509.0,17.66,4167.47,0.838,0.249,0.776,9705.21,0.3537
RTE_011565,2025-09-30 10:31:08,SHP_002576,CR_02,AMS,JED,Heavy,4563.46,Economy,UPS Airlines,Monsoon,HEA,0,4728.0,10.77,12410.92,0.933,0.459,0.726,17876.2,0.8771
RTE_014779,2025-10-29 23:02:45,SHP_003281,CR_01,ORD,JED,General,1102.7,Economy,Qatar Airways Cargo,Monsoon,GEN,1,10878.0,23.68,3674.84,0.8,0.26,0.716,3981.17,0.873
RTE_008604,2025-11-23 19:13:10,SHP_001917,CR_01,HKG,JED,Pharmaceutical,1521.32,Standard,FedEx Express,Monsoon,ELM,1,6381.0,15.4,2801.8,0.828,0.143,0.814,8915.19,0.6057
RTE_003586,2026-02-18 05:05:53,SHP_000805,CR_04,BRU,JED,Valuable,189.03,Express,Singapore Airlines Cargo,Winter,VAL,0,4398.0,8.87,526.92,0.962,0.378,0.66,2855.03,0.99
RTE_019388,2026-02-13 13:30:53,SHP_004314,CR_05,BRU,JED,General,2486.12,Express,Emirates SkyCargo,Winter,GEN,2,4241.0,18.94,7908.47,0.775,0.261,0.626,12513.39,0.3547
RTE_004848,2026-02-08 01:38:06,SHP_001086,CR_02,MAD,JED,Dangerous,1126.56,Standard,Etihad Cargo,Winter,DGR,0,4448.0,9.99,2645.54,0.933,0.059,0.673,8765.33,0.8682
RTE_003777,2025-05-22 03:07:39,SHP_000846,CR_05,KWI,JED,Valuable,679.75,Standard,Cargolux,Spring,VAL,0,1236.0,5.39,1380.58,0.893,0.394,0.796,6531.35,0.6048
RTE_019875,2025-10-12 18:48:52,SHP_004422,CR_03,DXB,JED,Perishable,2651.57,Standard,Qatar Airways Cargo,Monsoon,ICE,0,1732.0,4.27,5511.56,0.961,0.295,0.569,13258.68,0.7354
